doc_id,domain,task,public_status,source_path,paper_ready,source_provenance_issue,rendered_pages,textlayer_spans,mineable_candidates,review_rows,open_review_rows,packeted_open_review_rows,unpacketed_open_review_rows,fresh_open_review_rows,rights_blocked_open_review_rows,stale_open_review_rows,mergeable_review_rows,missing_review_evidence_rows,unique_open_review_rows,unique_packeted_open_review_rows,unique_fresh_open_review_rows,fresh_missing_review_evidence_rows,gold_rows,gold_microtext_rows,gold_visualdiff_rows,staged_future_rows,staged_future_capacity_path,conversion_exhaustion_status,conversion_exhaustion_evidence,duplicate_payload_alias,next_step,priority_score,source_url
nasa_20240015687_transit_habitat_rcs_propulsion,pid,microtext,government_public_use_permitted_nasa_candidate,microtext/docs/source_intake_2026_09_01_wave1737_nasa_transit_habitat_rcs/20240015687.pdf,True,,12,223,0,6002,2916,1081,1835,0,0,1835,0,0,1725,190,0,0,0,0,0,0,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,await_human_return,406,https://ntrs.nasa.gov/citations/20240015687
adafruit_itsybitsy_32u4_3v_2025,pcb_schematic,visualdiff,cc_by_sa_3_0_open_hardware_candidate,visualdiff/docs/adafruit_itsybitsy_32u4_3v/revisions/adafruit_itsybitsy_32u4_3v_2025.sch,True,,1,313,114,186,178,6,172,160,0,12,0,0,89,3,80,0,8,6,2,85,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-ItsyBitsy-32u4-PCB.git
olimex_esp32_evb_rev_k,pcb_schematic,visualdiff,apache_2_0_open_hardware_candidate,visualdiff/docs/olimex_esp32_evb_rev_k.pdf,True,,1,1391,289,321,177,42,135,114,0,21,0,0,77,34,37,0,15,7,8,39,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/OLIMEX/ESP32-EVB
olimex_esp32_evb_rev_i,pcb_schematic,visualdiff,apache_2_0_open_hardware_candidate,visualdiff/docs/olimex_esp32_evb_rev_i.pdf,True,,1,1301,268,318,173,39,134,116,0,18,0,0,72,30,38,0,20,8,12,41,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/OLIMEX/ESP32-EVB
floor_plan_4_bedroom_rural_dwelling,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/floor_plan_4_bedroom_rural_dwelling.pdf,True,,5,201,33,760,172,120,52,8,0,44,0,0,47,37,1,0,13,13,0,15,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_wave171_textlayer_visual_audit.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:Floor_plan_of_a_4-bedroom_rural_dwelling_%28IA_CAT31371076%29.pdf
wikimedia_synthesis_sio2_de,pid,microtext,cc0_commons_candidate,microtext/docs/wikimedia_synthesis_sio2_de.svg,True,,1,41,0,315,159,67,92,0,0,92,0,0,28,18,0,0,6,6,0,18,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_microtext_balance_conversion_plan_2026-08-16-wave170.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:Synthesis_SiO2_de.svg
wikimedia_colloidal_silica_preparations,pid,microtext,public_domain_commons_candidate,microtext/docs/wikimedia_colloidal_silica_preparations.svg,True,,1,29,1,303,155,56,99,0,0,99,0,0,25,15,0,0,9,9,0,9,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_microtext_balance_conversion_plan_2026-08-16-wave170.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:Colloidal_silica_preparations.svg
adafruit_feather_esp32_s2_original_sch,pcb_schematic,visualdiff,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_feather_esp32_s2/adafruit_feather_esp32_s2_original_sch.sch,True,,1,447,201,373,148,75,73,70,0,3,0,0,63,36,26,0,12,7,5,17,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-Feather-ESP32-S2-PCB
adafruit_feather_m0_basic_proto_sch,pcb_schematic,visualdiff,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_feather_m0_basic_proto/adafruit_feather_m0_basic_proto_sch.sch,True,,1,346,130,297,143,95,48,45,0,3,0,0,57,41,15,0,4,4,0,32,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-Feather-M0-Basic-Proto-PCB
wikimedia_polyvinyl_chloride_pvc_production_from_suspension_polymerization,pid,microtext,cc_by_sa_4_0_commons_candidate,microtext/docs/wikimedia_polyvinyl_chloride_pvc_production_from_suspension_polymerization.svg,True,,1,30,3,275,142,20,122,24,0,98,0,0,29,9,6,0,10,10,0,11,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_wave170_textlayer_dedup_audit.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File%3APolyvinyl_chloride_%28PVC%29_production_from_suspension_polymerization.svg
adafruit_feather_m0_express_pinout,pcb_schematic,microtext,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_feather_m0_express/adafruit_feather_m0_express_pinout.pdf,True,,1,246,77,351,138,77,61,16,0,45,0,0,52,31,6,0,4,4,0,48,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/unstaged_review_capacity_2026-08-22-wave739-fallback-novelty.json,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-Feather-M0-Express-PCB
wikimedia_geib_spevack,pid,microtext,cc_by_sa_3_0_commons_candidate,microtext/docs/wikimedia_geib_spevack.svg,True,,1,34,0,312,134,36,98,0,0,98,0,0,23,10,0,0,7,7,0,9,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_microtext_balance_conversion_plan_2026-08-16-wave170.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:Geib-Spevack.svg
wikimedia_adsorption_chiller_schematic,pid,microtext,cc_by_sa_4_0_commons_candidate,microtext/docs/wikimedia_adsorption_chiller_schematic.svg,True,,1,42,4,298,132,105,27,4,0,23,0,0,37,28,4,0,11,11,0,19,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_wave170_textlayer_dedup_audit.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:Adsorption_chiller_schematic.svg
nasa_19740012209_low_scatter_lens_tolerances,datasheet_spec,microtext,government_public_use_permitted_nasa_candidate,microtext/docs/source_intake_2026_08_17_wave203/nasa_19740012209_low_scatter_lens_tolerances.pdf,True,,1,137,43,130,130,26,104,68,0,36,0,0,80,26,42,0,12,12,0,34,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave203_promotion_contract.json,False,staged_future_review_capacity,-50,https://ntrs.nasa.gov/citations/19740012209
wikimedia_kalkherstellung,pid,microtext,cc_by_sa_3_0_commons_candidate,microtext/docs/wikimedia_kalkherstellung.svg,True,,1,38,11,340,129,1,128,26,0,102,0,0,25,1,6,0,7,7,0,19,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_microtext_balance_conversion_plan_2026-08-16-wave170.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:Kalkherstellung.svg
wikimedia_herstellung_zement_beton,pid,microtext,public_domain_commons_candidate,microtext/docs/wikimedia_herstellung_zement_beton.svg,True,,1,19,1,281,128,35,93,0,0,93,0,0,21,9,0,0,7,7,0,5,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_microtext_balance_conversion_plan_2026-08-16-wave170.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:Herstellung_Zement_Beton.svg
adafruit_feather_rp2040_pinout,pcb_schematic,microtext,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_feather_rp2040/adafruit_feather_rp2040_pinout.pdf,True,,1,155,61,328,127,88,39,39,0,0,0,0,50,37,13,0,6,6,0,27,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/unstaged_review_capacity_2026-08-22-wave739-fallback-novelty.json,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-Feather-RP2040-PCB
adafruit_feather_esp32_s2_rev_c_sch,pcb_schematic,visualdiff,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_feather_esp32_s2/adafruit_feather_esp32_s2_rev_c_sch.sch,True,,1,454,204,287,126,47,79,73,0,6,0,0,53,24,27,0,8,3,5,22,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-Feather-ESP32-S2-PCB
arch_014_cross_sections_no_1_hold_section_at_fr_24_looking_fwd_no_1_ho,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/source_intake_2026_07_31_loc_master_wave2/arch_014_cross_sections_no_1_hold_section_at_fr_24_looking_fwd_no_1_ho.tif,True,,1,0,0,162,125,41,84,0,0,84,0,0,44,21,0,0,15,15,0,15,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave171_ocr_visual_audit.json,False,staged_future_review_capacity,-50,https://www.loc.gov/pictures/item/ca3460.sheet.00006a/
arch_012_3_second_floor_plan_basement_floor_plan_observation_level_flo,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/source_intake_2026_07_31_loc_unused/arch_012_3_second_floor_plan_basement_floor_plan_observation_level_flo.tif,True,,1,0,0,162,123,71,52,0,0,52,0,0,63,37,0,0,14,14,0,33,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave171_ocr_visual_audit.json,False,staged_future_review_capacity,-50,https://www.loc.gov/pictures/item/ms0361.sheet.00003a/
adafruit_feather_rp2040_original_sch,pcb_schematic,visualdiff,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_feather_rp2040/adafruit_feather_rp2040_original.sch,True,,1,485,250,270,121,56,65,62,0,3,0,0,41,18,22,0,13,8,5,28,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-Feather-RP2040-PCB
wikimedia_dampfreformierung,pid,microtext,cc0_commons_candidate,microtext/docs/wikimedia_dampfreformierung.svg,True,,1,53,1,279,121,29,92,1,0,91,0,0,18,8,1,0,7,7,0,3,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_wave170_textlayer_dedup_audit.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:Dampfreformierung.svg
wikimedia_refinery_flow,pid,microtext,cc_by_sa_3_0_or_gfdl_candidate,microtext/docs/wikimedia_refinery_flow.svg,True,,1,138,15,329,121,45,76,51,0,25,0,0,44,23,17,0,14,14,0,53,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_balance_final_visual_audit_2026-08-14-wave168b.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:RefineryFlow.svg
wikimedia_amine_treating,pid,microtext,cc_by_sa_4_0_candidate,microtext/docs/wikimedia_amine_treating.svg,True,,1,43,8,292,118,30,88,56,0,32,0,0,36,14,16,0,10,10,0,26,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_wave170_textlayer_dedup_audit.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:AmineTreating.svg
nasa_19660024685_rankine_cycle_test_facility,pid,microtext,government_public_use_permitted_nasa_candidate,source/review/nasa_19660024685_wave808/19660024685.pdf,True,,22,1168,25,118,118,118,0,0,0,0,0,0,114,114,0,0,0,0,0,114,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave820_nasa_nonpin_machine_curation_funnel.json,False,staged_future_review_capacity,-50,https://ntrs.nasa.gov/citations/19660024685
adafruit_feather_esp32_s3_pinout,pcb_schematic,microtext,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_feather_esp32_s3/adafruit_feather_esp32_s3_pinout.pdf,True,,1,183,113,417,116,66,50,50,0,0,0,0,58,43,15,0,4,4,0,47,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/unstaged_review_capacity_2026-08-22-wave739-fallback-novelty.json,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-Feather-ESP32-S3-PCB
adafruit_esp32_s2_tft_feather_sch,pcb_schematic,visualdiff,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_esp32_s2_tft_feather/adafruit_esp32_s2_tft_feather_sch.sch,True,,1,524,223,270,115,36,79,73,0,6,0,0,41,12,27,0,4,4,0,17,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-ESP32-S2-TFT-Feather-PCB
adafruit_esp32_s3_tft_feather_pinout,pcb_schematic,microtext,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_esp32_s3_tft_feather/adafruit_esp32_s3_tft_feather_pinout.pdf,True,,1,200,119,416,115,72,43,43,0,0,0,0,57,44,13,0,4,4,0,46,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/unstaged_review_capacity_2026-08-22-wave739-fallback-novelty.json,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-ESP32-S3-TFT-Feather-PCB
adafruit_huzzah32_esp32_feather_pinout,pcb_schematic,microtext,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_huzzah32_esp32_feather/adafruit_huzzah32_esp32_feather_pinout.pdf,True,,1,125,85,421,114,60,54,25,0,29,0,0,60,41,10,0,4,4,0,48,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/unstaged_review_capacity_2026-08-22-wave739-fallback-novelty.json,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-HUZZAH32-ESP32-Feather-PCB
arduino_due_schematics,pcb_schematic,microtext,cc_by_sa_4_0_arduino_hardware,microtext/docs/source_intake_2026_05_24/arduino_due_schematics.pdf,True,,3,2,0,114,114,11,103,97,0,6,0,0,114,11,97,0,6,6,0,108,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/unstaged_review_capacity_2026-08-22-wave739-fallback-novelty.json,False,staged_future_review_capacity,-50,https://docs.arduino.cc/hardware/due/
adafruit_feather_rp2040_rev_b_sch,pcb_schematic,visualdiff,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_feather_rp2040/adafruit_feather_rp2040_rev_b.sch,True,,1,482,250,250,113,48,65,65,0,0,0,0,37,14,23,0,8,3,5,29,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-Feather-RP2040-PCB
wikimedia_ethylene_oxide_production_plant,pid,microtext,cc_by_sa_3_0_commons_candidate,microtext/docs/wikimedia_ethylene_oxide_production_plant.svg,True,,1,43,0,226,112,29,83,58,0,25,0,0,31,12,14,0,8,8,0,33,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_microtext_balance_conversion_plan_2026-08-16-wave170.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File%3AEthylene_oxide_production_plant.svg
wikimedia_biodieselblockdiagramm,pid,microtext,cc0_commons_candidate,microtext/docs/wikimedia_biodieselblockdiagramm.svg,True,,1,29,0,175,105,105,0,0,0,0,0,0,21,21,0,0,7,7,0,14,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_microtext_balance_conversion_plan_2026-08-16-wave170.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:BiodieselBlockdiagramm.svg
wikimedia_nat_gas_processing,pid,microtext,cc_by_sa_3_0_or_gfdl_candidate,microtext/docs/wikimedia_nat_gas_processing.svg,True,,1,57,9,306,105,40,65,39,0,26,0,0,37,16,15,0,8,8,0,28,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_wave170_textlayer_dedup_audit.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:NatGasProcessing.svg
adafruit_feather_m4_express_pinout,pcb_schematic,microtext,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_feather_m4_express/adafruit_feather_m4_express_pinout.pdf,True,,1,220,60,405,104,72,32,17,0,15,0,0,51,39,7,0,4,4,0,40,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/unstaged_review_capacity_2026-08-22-wave739-fallback-novelty.json,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-Feather-M4-Express-PCB
adafruit_feather_nrf52840_sense_pinout,pcb_schematic,microtext,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_feather_nrf52840_sense/adafruit_feather_nrf52840_sense_pinout.pdf,True,,1,164,85,258,100,20,80,69,0,11,0,0,36,9,25,0,8,8,0,8,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/unstaged_review_capacity_2026-08-22-wave739-fallback-novelty.json,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-Feather-nRF52840-Sense-PCB
wikimedia_dungerherstellung,pid,microtext,cc_by_sa_3_0_commons_candidate,microtext/docs/wikimedia_dungerherstellung.svg,True,,1,53,0,352,98,10,88,0,0,88,0,0,22,10,0,0,7,7,0,11,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_microtext_balance_conversion_plan_2026-08-16-wave170.json,False,staged_future_review_capacity,-50,https://commons.wikimedia.org/wiki/File:D%C3%BCngerherstellung.svg
adafruit_feather_32u4_basic_proto_sch,pcb_schematic,visualdiff,cc_by_sa_open_hardware_candidate,visualdiff/docs/adafruit_feather_32u4_basic_proto/adafruit_feather_32u4_basic_proto_sch.sch,True,,1,331,103,275,97,37,60,57,0,3,0,0,37,17,19,0,4,4,0,17,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/adafruit/Adafruit-Feather-32u4-Basic-Proto-PCB
nasa_20200004325_saws_rfc_pid,pid,microtext,government_public_use_permitted_nasa_candidate,microtext/docs/source_intake_2026_08_17_wave212/nasa_20200004325_saws_rfc_pid.pdf,True,,1,5,0,150,97,0,97,44,0,53,0,0,69,0,16,0,0,0,0,6,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave212_nasa_saws_promotion_contract.json,False,staged_future_review_capacity,-50,https://ntrs.nasa.gov/citations/20200004325
nasa_19670019840_liquid_metal_test_facility,pid,microtext,government_public_use_permitted_nasa_candidate,source/review/nasa_19670019840_wave788/19670019840.pdf,True,,7,298,27,97,97,97,0,0,0,0,0,0,90,90,0,0,0,0,0,90,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave803_nasa_nonpin_machine_curation_funnel.json,False,staged_future_review_capacity,-50,https://ntrs.nasa.gov/citations/19670019840
arduino_uno_r4_wifi_schematics,pcb_schematic,microtext,cc_by_sa_4_0_arduino_hardware,microtext/docs/source_intake_2026_05_24/arduino_uno_r4_wifi_schematics.pdf,True,,3,3144,529,514,95,8,87,8,0,79,0,0,24,8,4,0,59,59,0,413,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/unstaged_review_capacity_2026-08-22-wave739-fallback-novelty.json,False,staged_future_review_capacity,-50,https://docs.arduino.cc/hardware/uno-r4-wifi/
civil_011_680_signal_sheet_01,civil_architectural,microtext,public_agency_source_url_terms_sha256,microtext/docs/source_intake_2026_07_02ak_nysdot/civil_011_680_signal_sheet_01.pdf,True,,1,835,81,286,95,53,42,1,0,41,0,0,32,18,1,0,3,3,0,43,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave170_textlayer_visual_audit.json,False,staged_future_review_capacity,-50,https://www.dot.ny.gov/main/business-center/engineering/cadd-info/drawings/standard-sheets-us
loc22_turbine_machine_location_turbine_area_sections_haddam_neck_nucle_2,mechanical,microtext,public_domain_us_federal_candidate,microtext/docs/source_intake_2026_08_04_wave22_loc/loc22_turbine_machine_location_turbine_area_sections_haddam_neck_nucle_2.tif,True,,1,0,0,121,95,48,47,0,0,47,0,0,52,24,0,0,6,6,0,20,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave169_loc_ocr_visual_audit.json,False,staged_future_review_capacity,-50,https://www.loc.gov/pictures/item/ct0710.sheet.00011a/
